Name,Owner,Desc,url,forks,stars,commits,watches,created_at,pushed_at
java-operator-sdk,java-operator-sdk,Java SDK for building Kubernetes Operators,https://github.com/java-operator-sdk/java-operator-sdk,148,547,16,2249,2019-05-25,2023-03-20
flinkk8soperator,lyft,Kubernetes operator that provides control plane for managing Apache Flink applications,https://github.com/lyft/flinkk8soperator,158,494,368,119,2019-05-30,2023-03-20
awesome-kubernetes-security,ksoclabs,A curated list of awesome Kubernetes security resources,https://github.com/ksoclabs/awesome-kubernetes-security,110,777,28,44,2019-05-21,2023-03-06
redis-operator,amaizfinance,Redis Operator for Kubernetes,https://github.com/amaizfinance/redis-operator,30,108,12,42,2019-05-08,2022-08-23
blog-example,my-dlq,博客中的示例文件，包含 Kubernetes、Jenkins、Go、Java、SpringBoot、SpringCloud 知识示例等，将结合博客逐步讲解整体的知识内容体系。,https://github.com/my-dlq/blog-example,424,484,22,287,2019-05-31,2022-11-06
sriov-network-operator,openshift,SR-IOV Network Operator,https://github.com/openshift/sriov-network-operator,89,77,19,1326,2019-05-17,2023-03-21
public-presentations,zalando,"List of public talks by Zalando Tech: meetup presentations, recorded conference talks, slides",https://github.com/zalando/public-presentations,53,154,29,156,2019-05-10,2023-02-06
pipelines-tutorial,openshift,A step-by-step tutorial showing OpenShift Pipelines,https://github.com/openshift/pipelines-tutorial,509,252,27,160,2019-05-06,2023-01-24
golem-workshop,syseleven,MetaKube Workshop Golem,https://github.com/syseleven/golem-workshop,18,45,15,389,2019-05-03,2023-03-18
cstor-csi,openebs,cStor CSI Driver,https://github.com/openebs/cstor-csi,23,24,14,157,2019-05-22,2023-02-25
community,knative,Knative governance and community material.,https://github.com/knative/community,214,202,29,901,2019-05-07,2023-03-17
evote,IBM,A voting application that leverages Hyperledger Fabric and the IBM Blockchain Platform to record and tally ballots.,https://github.com/IBM/evote,163,302,13,135,2019-05-17,2023-01-01
weblogic-image-tool,oracle,WebLogic Image Tool,https://github.com/oracle/weblogic-image-tool,24,52,28,702,2019-05-06,2023-03-20
community,open-telemetry,OpenTelemetry community content,https://github.com/open-telemetry/community,185,594,77,599,2019-05-02,2023-03-20
envoy-lb-operator,gojekfarm,Easy to use envoy load balancer control plane for k8s.,https://github.com/gojekfarm/envoy-lb-operator,4,6,21,29,2019-05-04,2023-02-25
auladobruno,brunokktro,Links e materiais disponibilizados como conteúdo adicional para os estudos nos treinamentos da AWS.,https://github.com/brunokktro/auladobruno,59,317,37,932,2019-05-31,2023-03-20
xl-deploy-kubernetes-helm-chart,xebialabs,Kubernetes Helm chart for XL Deploy,https://github.com/xebialabs/xl-deploy-kubernetes-helm-chart,3,2,24,729,2019-05-07,2023-03-21
mina-kubernetes,streemau,Mina tasks to easily deploy Kubernetes resources,https://github.com/streemau/mina-kubernetes,0,5,18,54,2019-05-20,2022-11-03
solr-operator,apache,Kubernetes Operator for Apache Solr,https://github.com/apache/solr-operator,98,206,52,289,2019-06-14,2023-03-17
service-binding-operator,redhat-developer,"The Service Binding Operator: Connecting Applications with Services, in Kubernetes",https://github.com/redhat-developer/service-binding-operator,92,104,17,794,2019-06-12,2023-03-20
dapr,dapr,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.",https://github.com/dapr/dapr,1632,20743,426,4037,2019-06-19,2023-03-21
rocketmq-operator,apache,Apache RocketMQ Operator,https://github.com/apache/rocketmq-operator,103,255,55,184,2019-06-03,2023-02-11
cloudtestdrive,oracle,,https://github.com/oracle/cloudtestdrive,154,93,34,1776,2019-06-18,2023-03-20
clusterlint,digitalocean,A best practices checker for Kubernetes clusters. 🤠,https://github.com/digitalocean/clusterlint,43,514,24,299,2019-06-10,2023-03-06
observatorium,observatorium,This repository contains the deployment configurations for the Observatorium instances,https://github.com/observatorium/observatorium,66,163,15,934,2019-06-07,2023-03-20
cert-kubernetes,icp4a,Certified Kubernetes Support for IBM Cloud Pak for Automation,https://github.com/icp4a/cert-kubernetes,64,32,12,59,2019-06-03,2022-07-22
streaming-integrator,wso2,A stream processing runtime that allows connecting any streaming data source to any destination and act on it,https://github.com/wso2/streaming-integrator,45,74,102,4001,2019-06-18,2023-03-17
cli,dapr,Command-line tools for Dapr.,https://github.com/dapr/cli,172,276,36,786,2019-06-20,2023-03-17
benchmark-wrapper,cloud-bulldozer,Python Library to run benchmarks,https://github.com/cloud-bulldozer/benchmark-wrapper,55,18,10,464,2019-06-07,2023-03-07
helm-nifi,cetic,Helm Chart for Apache Nifi,https://github.com/cetic/helm-nifi,188,176,18,193,2019-06-06,2023-01-30
kubefed-operator,openshift,Operator for Kubefed,https://github.com/openshift/kubefed-operator,15,16,11,199,2019-06-04,2023-03-14
relay-core,puppetlabs,Kubernetes-based execution engine,https://github.com/puppetlabs/relay-core,8,15,40,1269,2019-06-19,2023-02-09
openshift-velero-plugin,openshift,General Velero plugin for backup and restore of openshift workloads.,https://github.com/openshift/openshift-velero-plugin,30,29,18,101,2019-06-17,2023-03-21
installer,mondoohq,Install scripts for cnquery & cnspec,https://github.com/mondoohq/installer,12,77,12,622,2019-06-12,2023-03-21
prometheus-operator-app,giantswarm,Kubernetes prometheus operator chart for Giant Swarm clusters,https://github.com/giantswarm/prometheus-operator-app,6,15,15,287,2019-06-12,2023-03-18
spinnaker-for-gcp,GoogleCloudPlatform,Production-ready Spinnaker on GKE,https://github.com/GoogleCloudPlatform/spinnaker-for-gcp,129,169,18,169,2019-06-03,2022-07-25
lead-terraform,liatrio,Terraform modules and scripts to manage LEAD environments,https://github.com/liatrio/lead-terraform,17,20,22,918,2019-06-04,2023-01-05
kube-notary,codenotary,A Kubernetes watchdog for verifying image trust with Codenotary (www.codenotary.com),https://github.com/codenotary/kube-notary,7,59,21,185,2019-06-06,2023-03-09
intermine_cloud,intermine,repo for cloud infrastructure,https://github.com/intermine/intermine_cloud,1,3,13,867,2019-06-03,2023-03-06
sematext-operator,sematext,Sematext Operator configures Sematext Agent in your Kubernetes / OpenShift clusters,https://github.com/sematext/sematext-operator,0,0,17,34,2019-06-11,2022-07-14
degoogle,tycrek,"A huge list of alternatives to Google products. Privacy tips, tricks, and links.",https://github.com/tycrek/degoogle,310,6668,133,909,2019-06-10,2023-02-19
operator,tektoncd,"Kubernetes operator to manage installation, updation and uninstallation of tektoncd projects (pipeline, …)",https://github.com/tektoncd/operator,148,339,14,952,2019-07-11,2023-03-21
azure-service-operator,Azure,Azure Service Operator allows you to create Azure resources using kubectl,https://github.com/Azure/azure-service-operator,131,546,58,4522,2019-07-18,2023-03-21
awesome-gitops,weaveworks,A curated list for awesome GitOps resources,https://github.com/weaveworks/awesome-gitops,109,1146,93,117,2019-07-02,2023-02-12
kadalu,kadalu,A lightweight Persistent storage solution for Kubernetes / OpenShift / Nomad using GlusterFS in background.,https://github.com/kadalu/kadalu,84,553,19,523,2019-07-10,2023-03-20
percona-helm-charts,percona,Collection of Helm charts for Percona Kubernetes Operators.,https://github.com/percona/percona-helm-charts,103,80,11,475,2019-07-10,2023-03-20
noobaa-operator,noobaa,Operator for NooBaa - object data service for hybrid and multi cloud environments :cloud: :wrench:,https://github.com/noobaa/noobaa-operator,93,90,19,1177,2019-07-02,2023-03-20
kfctl,kubeflow,kfctl is a CLI for deploying and managing Kubeflow,https://github.com/kubeflow/kfctl,185,165,19,200,2019-07-25,2022-09-21
kube-ladder,caicloud,"Learning Kubernetes, The Chinese Taoist Way",https://github.com/caicloud/kube-ladder,483,2257,108,31,2019-07-15,2022-11-28
kots,replicatedhq,"KOTS provides the framework, tools and integrations that enable the delivery and management of 3rd-party Kubernetes applications, a.k.a. Kubernetes Off-The-Shelf (KOTS) Software.",https://github.com/replicatedhq/kots,77,808,23,8515,2019-07-25,2023-03-20
vald,vdaas,Vald.  A Highly Scalable Distributed Vector Search Engine,https://github.com/vdaas/vald,59,1117,13,1798,2019-07-07,2023-03-20
troubleshoot,replicatedhq,Preflight Checks and Support Bundles Framework for Kubernetes Applications,https://github.com/replicatedhq/troubleshoot,81,421,22,1362,2019-07-08,2023-03-21
t8c-install,turbonomic,,https://github.com/turbonomic/t8c-install,29,20,27,65,2019-07-06,2023-02-25
airshipctl,airshipit,A CLI for managing declarative infrastructure.,https://github.com/airshipit/airshipctl,48,39,12,2416,2019-07-16,2023-03-07
kURL,replicatedhq,"Production-grade, airgapped Kubernetes installer combining upstream k8s with overlays and popular components",https://github.com/replicatedhq/kURL,70,648,26,6533,2019-07-25,2023-03-21
csi-driver,hpe-storage,A Container Storage Interface (CSI) driver from HPE,https://github.com/hpe-storage/csi-driver,47,45,15,382,2019-07-16,2023-03-17
kubernetes-formula,saltstack-formulas,Salt formula to manage kubernetes,https://github.com/saltstack-formulas/kubernetes-formula,20,15,40,196,2019-07-08,2023-03-15
docker-minecraft-bedrock-server,itzg,Containerized Minecraft Bedrock Dedicated Server with selectable version,https://github.com/itzg/docker-minecraft-bedrock-server,155,746,21,139,2019-07-10,2023-02-20
ring-operator,microsoft,A Kubernetes operator for releasing services with user-based routing,https://github.com/microsoft/ring-operator,8,15,19,82,2019-07-15,2023-02-25
operator-engine,oceanprotocol,Python library allowing to interact with the Kubernetes infrastructure,https://github.com/oceanprotocol/operator-engine,12,6,12,90,2019-07-08,2023-02-22
celo-monorepo,celo-org,Official repository for core projects comprising the Celo platform,https://github.com/celo-org/celo-monorepo,325,640,66,3895,2019-07-18,2023-03-20
operator-service,oceanprotocol,Infrastructure Operator Micro-service,https://github.com/oceanprotocol/operator-service,11,4,12,270,2019-07-08,2023-03-07
netbox-chart,bootc,A Helm chart for NetBox,https://github.com/bootc/netbox-chart,104,140,12,180,2019-07-20,2023-03-20
enablement-codereadyworkspaces,rht-labs,,https://github.com/rht-labs/enablement-codereadyworkspaces,8,8,11,76,2019-07-31,2022-12-30
Penetration_Testing_POC,Mr-xn,渗透测试有关的POC、EXP、脚本、提权、小工具等---About penetration-testing python-script poc getshell csrf xss cms php-getshell domainmod-xss csrf-webshell cobub-razor cve rce sql sql-poc poc-exp bypass oa-getshell cve-cms,https://github.com/Mr-xn/Penetration_Testing_POC,1718,5098,237,1747,2019-07-24,2023-03-19
vault-secrets-operator,ricoberger,Create Kubernetes secrets from Vault for a secure GitOps based workflow.,https://github.com/ricoberger/vault-secrets-operator,94,539,10,439,2019-08-25,2023-02-02
spinnaker-operator,armory,Open Source Spinnaker Kubernetes Operator source code,https://github.com/armory/spinnaker-operator,63,179,19,268,2019-08-23,2023-03-13
redis-operator,ucloud,Redis operator build a Highly Available Redis cluster with Sentinel atop Kubernetes,https://github.com/ucloud/redis-operator,61,195,11,45,2019-08-16,2022-12-27
examples,flant,"Configurations, scripts & samples used in guides and other articles from Flant engineers.",https://github.com/flant/examples,44,96,16,197,2019-08-09,2023-03-09
minnaker,armory,Spinnaker on Lightweight Kubernetes (K3s),https://github.com/armory/minnaker,53,129,16,200,2019-08-22,2022-09-06
kubernetes-workshop,eon01,⚙️ A Gentle introduction to Kubernetes with more than just the basics. 🌟 Give it a star if you like it.,https://github.com/eon01/kubernetes-workshop,239,3187,57,58,2019-08-17,2023-02-28
tarantool-operator,tarantool,Tarantool Operator manages Tarantool Cartridge clusters atop Kubernetes,https://github.com/tarantool/tarantool-operator,16,48,34,163,2019-08-28,2023-03-20
api,operator-framework,Contains the API definitions used by OLM and Marketplace,https://github.com/operator-framework/api,64,20,14,294,2019-08-06,2023-03-16
managed-velero-operator,openshift,Operator to manage installation of Velero in OpenShift Managed environments,https://github.com/openshift/managed-velero-operator,46,23,45,343,2019-08-06,2023-03-16
flatcar-linux-update-operator,flatcar,A Kubernetes operator to manage updates of Flatcar Container Linux,https://github.com/flatcar/flatcar-linux-update-operator,17,79,13,753,2019-08-02,2023-03-07
karina,flanksource,karina is an open-source toolkit for building batteries included kubernetes based platforms.,https://github.com/flanksource/karina,25,61,11,2930,2019-08-20,2023-03-14
insights-operator,openshift,,https://github.com/openshift/insights-operator,81,35,18,891,2019-08-04,2023-03-20
terraform-provider-kubectl,gavinbunney,Terraform provider to handle raw kubernetes manifest yaml files,https://github.com/gavinbunney/terraform-provider-kubectl,80,438,13,662,2019-08-26,2023-03-07
zfs-localpv,openebs,CSI Driver for dynamic provisioning of Persistent Local Volumes for Kubernetes using ZFS.,https://github.com/openebs/zfs-localpv,72,263,23,275,2019-08-21,2023-02-25
slo-generator,globocom,Easy setup a service level objective using prometheus,https://github.com/globocom/slo-generator,17,126,13,65,2019-08-05,2022-11-07
kubernetes-pipeline,wso2,This project contains the Helm resources required to deploy CI/CD Pipeline in a Kubernetes environment for WSO2 products.,https://github.com/wso2/kubernetes-pipeline,20,14,25,108,2019-08-30,2022-10-14
apicast-operator,3scale,,https://github.com/3scale/apicast-operator,10,8,11,430,2019-08-20,2023-03-16
In-JavaScript-we-trust,yeungon,"Embrace JavaScript naturally and confidently with coding challenges crafted not for beginners, but JavaScript lovers no matter what.",https://github.com/yeungon/In-JavaScript-we-trust,281,1308,42,165,2019-08-17,2023-01-02
docs,akash-network,Akash Network Official Documentation,https://github.com/akash-network/docs,78,59,19,1098,2019-08-31,2023-03-15
awesome-observability,adriannovegil,Awesome observability page,https://github.com/adriannovegil/awesome-observability,35,260,10,119,2019-08-03,2023-02-27
homebrew-noobaa,noobaa,homebrew tap for noobaa :cloud: :computer:,https://github.com/noobaa/homebrew-noobaa,3,5,14,96,2019-08-16,2022-12-05
cloud_orchestrator,docomoinnovations,,https://github.com/docomoinnovations/cloud_orchestrator,4,5,17,132,2019-08-13,2023-03-06
operator,canonical,Pure Python operator framework.,https://github.com/canonical/operator,98,207,22,440,2019-10-01,2023-03-16
flink-on-k8s-operator,GoogleCloudPlatform,[DEPRECATED] Kubernetes operator for managing the lifecycle of Apache Flink and Beam applications.,https://github.com/GoogleCloudPlatform/flink-on-k8s-operator,273,657,44,248,2019-09-05,2022-09-02
chaos-mesh,chaos-mesh,A Chaos Engineering Platform for Kubernetes.,https://github.com/chaos-mesh/chaos-mesh,702,5574,130,1674,2019-09-04,2023-03-20
